Date,Open,High,Low,Close,%Change,Volume,# of Trades,Turnover (1000)
2020-11-18,65.9,66.0,65.4,65.4,-0.76,95430.0,569.0,6260.25
2020-11-17,66.4,66.7,65.8,65.9,0.0,41679.0,425.0,2755.77
2020-11-16,65.8,66.3,65.3,65.9,0.46,44186.0,647.0,2912.04
2020-11-13,66.0,66.0,64.7,65.6,-0.61,57623.0,546.0,3766.22
2020-11-12,66.2,66.2,65.1,66.0,-0.3,67433.0,737.0,4433.51
2020-11-10,66.0,66.9,65.7,66.2,0.15,66958.0,567.0,4424.4
2020-11-09,66.8,67.7,66.1,66.1,-0.6,40784.0,546.0,2726.82
2020-11-06,66.2,66.6,65.9,66.5,1.06,28131.0,340.0,1861.02
2020-11-05,65.3,66.7,65.3,65.8,1.23,97278.0,967.0,6441.5
2020-11-04,65.4,65.8,64.5,65.0,0.46,50648.0,451.0,3298.24
2020-11-03,63.8,64.7,63.0,64.7,1.73,40230.0,445.0,2583.92
2020-11-02,64.6,64.7,63.5,63.6,-0.78,83832.0,559.0,5368.82
2020-10-30,63.3,65.0,63.0,64.1,0.16,89214.0,433.0,5725.93
2020-10-29,62.0,64.3,62.0,64.0,3.23,86468.0,863.0,5478.22
2020-10-28,63.5,63.9,61.4,62.0,-3.28,121030.0,1026.0,7614.3
2020-10-27,64.3,64.5,63.6,64.1,0.0,94611.0,1116.0,6064.09
2020-10-26,64.4,64.9,63.1,64.1,0.16,104346.0,1279.0,6666.87
2020-10-23,65.9,65.9,64.0,64.0,-2.14,129730.0,2360.0,8386.22
2020-10-22,67.2,67.9,65.4,65.4,-3.25,180964.0,994.0,11944.1
2020-10-21,69.4,69.4,67.5,67.6,-1.89,14465.0,256.0,987.4
2020-10-20,66.9,68.9,65.9,68.9,4.24,283228.0,687.0,18748.81
2020-10-19,66.0,67.5,65.8,66.1,0.15,43572.0,702.0,2909.31
2020-10-16,66.0,67.8,66.0,66.0,0.0,103320.0,766.0,6859.64
2020-10-15,67.6,67.6,65.8,66.0,-2.22,67954.0,682.0,4510.0
2020-10-14,66.2,67.5,65.5,67.5,2.27,114969.0,1093.0,7667.43
2020-10-13,65.6,66.4,65.5,66.0,0.76,80734.0,632.0,5327.06
2020-10-12,66.8,66.8,65.5,65.5,-1.95,69769.0,1032.0,4599.84
2020-10-09,68.0,68.7,66.8,66.8,-1.76,51478.0,540.0,3459.78
2020-10-08,68.3,68.5,67.4,68.0,-0.29,49400.0,411.0,3360.11
2020-10-07,68.7,69.0,68.1,68.2,-0.73,19580.0,351.0,1337.43
2020-10-06,68.3,69.5,68.2,68.7,1.03,24200.0,401.0,1661.92
2020-10-05,67.0,68.8,67.0,68.0,1.64,43562.0,369.0,2967.72
2020-10-02,67.2,67.5,66.6,66.9,-0.3,43960.0,470.0,2952.41
2020-10-01,69.5,69.7,67.1,67.1,-3.45,17859.0,297.0,1216.26
2020-09-30,69.7,69.7,68.7,69.5,0.14,20912.0,221.0,1449.67
2020-09-29,70.0,70.0,68.8,69.4,-0.14,31715.0,306.0,2193.89
2020-09-28,67.0,70.0,66.6,69.5,3.73,78344.0,670.0,5335.55
2020-09-25,68.0,68.4,67.0,67.0,0.0,44887.0,405.0,3040.83
2020-09-24,68.0,68.1,67.0,67.0,-2.19,28079.0,460.0,1894.11
2020-09-23,69.5,69.9,68.0,68.5,-1.01,56350.0,630.0,3869.1
2020-09-22,69.6,71.2,69.0,69.2,-0.14,26235.0,500.0,1827.27
2020-09-21,71.0,71.4,69.2,69.3,-1.84,29878.0,452.0,2099.39
2020-09-18,70.0,71.1,69.3,70.6,1.0,82127.0,592.0,5779.96
2020-09-17,70.0,70.6,69.5,69.9,0.0,17822.0,378.0,1246.38
2020-09-16,70.3,70.3,69.3,69.9,-0.14,27257.0,426.0,1900.5
2020-09-15,72.7,72.7,68.6,70.0,-1.69,83057.0,782.0,5837.75
2020-09-14,73.0,73.0,70.5,71.2,-2.06,30930.0,346.0,2209.85
2020-09-11,73.4,73.6,72.4,72.7,-0.95,23915.0,346.0,1745.49
2020-09-10,73.2,74.4,71.5,73.4,1.52,42187.0,572.0,3097.3
2020-09-09,70.1,72.3,70.1,72.3,1.97,18299.0,309.0,1307.47
2020-09-08,72.6,72.6,69.7,70.9,-0.7,37087.0,620.0,2622.59
2020-09-07,72.7,73.3,71.4,71.4,-0.28,15126.0,287.0,1095.11
2020-09-04,71.3,72.0,71.1,71.6,-0.97,48817.0,456.0,3498.24
2020-09-03,72.9,74.3,71.6,72.3,0.28,44857.0,608.0,3289.33
2020-09-02,70.2,72.8,70.2,72.1,2.71,51459.0,1154.0,3712.13
2020-09-01,71.1,72.3,69.6,70.2,-1.13,101107.0,663.0,7130.89
2020-08-31,73.2,73.6,70.9,71.0,-2.74,62749.0,544.0,4497.93
2020-08-28,71.6,74.1,71.5,73.0,2.1,60629.0,741.0,4416.58
2020-08-27,72.1,72.9,71.1,71.5,-0.56,28002.0,388.0,2005.64
2020-08-26,70.0,71.9,68.4,71.9,1.27,38448.0,413.0,2734.66
2020-08-25,72.5,72.5,70.1,71.0,-1.93,58975.0,513.0,4185.29
2020-08-24,73.9,74.0,71.6,72.4,-0.82,32663.0,359.0,2360.39
2020-08-21,73.0,73.6,72.5,73.0,0.69,63367.0,246.0,4615.83
2020-08-20,72.7,73.4,72.5,72.5,-0.28,56050.0,281.0,4085.59
2020-08-19,75.0,75.5,72.1,72.7,-3.07,110219.0,685.0,8172.35
2020-08-18,69.1,75.1,69.1,75.0,10.13,169986.0,1412.0,12363.8
2020-08-17,66.8,68.1,66.3,68.1,2.71,20216.0,251.0,1362.58
2020-08-13,67.6,68.0,67.5,68.0,0.74,9712.0,148.0,658.29
2020-08-12,68.0,68.0,67.5,67.5,-0.74,22572.0,263.0,1525.35
2020-08-11,67.9,68.2,67.5,68.0,0.74,11857.0,177.0,804.82
2020-08-10,68.4,68.8,67.2,67.5,-1.32,14135.0,215.0,954.85
2020-08-07,68.5,69.0,67.9,68.4,-0.29,38971.0,513.0,2657.33
2020-08-06,69.9,70.4,68.1,68.6,-1.3,46871.0,445.0,3253.9
2020-08-05,68.4,69.6,67.5,69.5,2.21,54277.0,532.0,3752.28
2020-08-04,66.7,68.2,66.7,68.0,2.26,42295.0,528.0,2854.64
2020-08-03,64.0,66.8,64.0,66.5,3.91,96981.0,837.0,6361.56
2020-07-31,64.0,64.5,62.3,64.0,0.63,133444.0,1838.0,8482.89
2020-07-30,66.0,66.6,63.2,63.6,-3.93,80925.0,961.0,5238.76
2020-07-29,67.7,67.9,64.2,66.2,-2.5,81964.0,1093.0,5418.37
2020-07-28,66.8,67.9,66.7,67.9,1.34,19665.0,303.0,1325.83
2020-07-27,68.0,68.3,66.7,67.0,-1.18,30728.0,443.0,2065.14
2020-07-24,67.9,68.5,67.2,67.8,0.0,19968.0,389.0,1351.63
2020-07-23,70.2,70.5,67.8,67.8,-3.83,40880.0,573.0,2800.6
2020-07-22,71.0,71.4,69.3,70.5,0.0,77895.0,729.0,5477.75
2020-07-21,69.6,72.0,69.4,70.5,1.59,121246.0,1341.0,8614.4
2020-07-20,68.4,69.5,67.8,69.4,2.36,64900.0,734.0,4451.77
2020-07-17,68.5,69.2,67.8,67.8,0.0,76571.0,832.0,5231.77
2020-07-16,69.0,69.1,67.8,67.8,-1.88,72157.0,742.0,4913.11
2020-07-15,68.8,69.3,67.6,69.1,1.62,46151.0,410.0,3177.46
2020-07-14,68.9,69.1,68.0,68.0,-1.31,34637.0,384.0,2374.12
2020-07-13,68.2,69.5,67.5,68.9,1.03,73522.0,444.0,5028.76
2020-07-08,66.8,67.2,66.5,66.5,-0.75,40886.0,367.0,2734.23
2020-07-07,67.6,67.9,66.6,67.0,-1.33,56366.0,539.0,3793.29
2020-07-06,68.5,69.4,67.6,67.9,-0.73,52605.0,486.0,3588.97
2020-07-03,68.5,69.2,67.6,68.4,-0.15,28618.0,357.0,1954.55
2020-07-02,68.3,69.8,68.1,68.5,0.29,39613.0,451.0,2730.37
2020-07-01,66.3,68.3,66.2,68.3,3.48,83485.0,439.0,5674.31
2020-06-30,66.3,67.6,66.0,66.0,-0.3,92997.0,914.0,6164.42
2020-06-29,67.0,67.0,65.4,66.2,-0.15,53641.0,739.0,3554.34
2020-06-26,66.5,67.6,65.7,66.3,0.45,57087.0,713.0,3811.84
2020-06-25,66.1,66.9,65.6,66.0,-0.3,84696.0,872.0,5591.4
2020-06-24,69.0,69.5,66.2,66.2,-3.5,75917.0,969.0,5123.52
2020-06-23,70.7,70.7,68.6,68.6,-1.58,56920.0,638.0,3939.49
2020-06-22,66.9,70.5,66.9,69.7,4.97,78007.0,1118.0,5392.49
2020-06-19,68.5,69.7,66.2,66.4,-2.5,487080.0,2139.0,32568.23
2020-06-18,70.7,70.8,68.1,68.1,-3.54,65864.0,928.0,4546.54
2020-06-17,70.1,70.9,68.8,70.6,2.02,51282.0,667.0,3591.13
2020-06-16,70.0,70.9,68.4,69.2,-0.14,78503.0,904.0,5461.22
2020-06-15,69.0,71.0,68.8,69.3,-1.0,64197.0,870.0,4470.48
2020-06-12,70.1,72.1,68.2,70.0,-2.51,88703.0,1124.0,6254.87
2020-06-10,72.1,72.7,71.3,71.8,-0.42,30008.0,475.0,2157.11
2020-06-09,74.0,74.0,71.1,72.1,-1.77,81656.0,910.0,5867.96
2020-06-08,72.3,74.4,70.5,73.4,1.94,67797.0,1033.0,4937.66
2020-06-05,72.4,73.4,71.8,72.0,-1.64,61054.0,773.0,4408.83
2020-06-04,70.8,73.2,70.1,73.2,4.57,87093.0,905.0,6306.3
2020-06-03,73.0,73.8,72.0,73.0,0.55,106796.0,926.0,7801.02
2020-06-02,74.5,74.8,71.1,72.6,-1.89,116346.0,1461.0,8442.06
2020-06-01,74.0,75.9,72.7,74.0,1.37,69922.0,1042.0,5188.97
2020-05-29,72.0,73.7,71.5,73.0,3.55,170728.0,998.0,12446.09
2020-05-28,70.7,71.9,69.4,70.5,1.29,92241.0,768.0,6513.75
2020-05-27,71.4,72.0,68.4,69.6,-1.97,153850.0,1800.0,10844.52
2020-05-26,71.9,71.9,70.2,71.0,0.0,85603.0,790.0,6053.93
2020-05-25,70.2,71.4,70.1,71.0,1.43,81315.0,328.0,5754.21
2020-05-22,70.5,71.3,69.6,70.0,-0.57,58231.0,605.0,4084.74
2020-05-21,71.0,72.5,69.5,70.4,1.0,88302.0,1096.0,6239.94
2020-05-20,67.9,70.8,67.6,69.7,3.11,91269.0,1179.0,6332.27
2020-05-19,69.2,69.4,67.2,67.6,-0.73,40120.0,483.0,2724.86
2020-05-18,68.2,68.8,67.0,68.1,1.34,101483.0,1193.0,6888.92
2020-05-15,69.6,70.5,67.2,67.2,-3.17,56962.0,666.0,3889.02
2020-05-14,71.6,72.0,68.3,69.4,-3.07,60299.0,675.0,4229.29
2020-05-13,73.0,73.4,71.2,71.6,-2.19,76327.0,615.0,5487.47
2020-05-12,71.7,74.2,71.7,73.2,2.81,145679.0,824.0,10661.41
2020-05-11,73.5,74.4,70.9,71.2,-2.47,80179.0,814.0,5840.2
2020-05-08,71.9,73.0,69.2,73.0,1.53,69604.0,792.0,4998.79
2020-05-07,71.1,72.8,70.5,71.9,1.13,149773.0,1078.0,10757.91
2020-05-06,68.3,71.4,67.0,71.1,6.12,191633.0,1370.0,13415.61
2020-05-05,65.5,68.0,64.8,67.0,3.55,56087.0,902.0,3745.32
2020-05-04,66.9,66.9,64.5,64.7,-3.29,41533.0,559.0,2700.47
2020-04-30,68.8,68.8,66.2,66.9,-0.89,86107.0,671.0,5794.52
2020-04-29,64.8,68.8,64.8,67.5,5.47,103050.0,1051.0,6993.91
2020-04-28,66.7,66.7,63.7,64.0,-3.03,92342.0,1012.0,5982.29
2020-04-27,66.0,66.7,65.4,66.0,0.61,69192.0,470.0,4557.52
2020-04-24,68.8,69.5,65.3,65.6,-4.79,60586.0,604.0,4103.96
2020-04-23,65.7,68.9,65.0,68.9,4.87,102440.0,880.0,6927.32
2020-04-22,63.0,65.7,63.0,65.7,3.46,65719.0,728.0,4279.53
2020-04-21,62.2,64.0,62.0,63.5,3.08,103482.0,859.0,6543.88
2020-04-20,64.5,65.5,61.0,61.6,-3.9,100090.0,1116.0,6329.92
2020-04-17,64.0,64.4,62.8,64.1,1.58,115877.0,970.0,7376.59
2020-04-16,64.8,64.9,62.6,63.1,-1.41,80430.0,720.0,5091.45
2020-04-15,65.9,65.9,63.6,64.0,-3.32,596402.0,716.0,38238.55
2020-04-14,62.0,66.7,62.0,66.2,6.95,81604.0,803.0,5245.13
2020-04-09,62.8,62.8,61.7,61.9,0.16,82529.0,352.0,5112.04
2020-04-08,60.7,62.8,60.2,61.8,3.0,77347.0,741.0,4765.76
2020-04-07,61.5,63.0,59.7,60.0,-1.8,85782.0,623.0,5223.88
2020-04-06,60.0,61.5,60.0,61.1,3.21,36684.0,383.0,2238.97
2020-04-03,60.9,60.9,59.1,59.2,-1.99,65702.0,679.0,3924.95
2020-04-02,59.3,60.9,59.3,60.4,0.67,76781.0,583.0,4638.52
2020-04-01,57.9,60.5,57.0,60.0,3.45,78304.0,893.0,4654.33
2020-03-31,57.85,58.55,56.1,58.0,1.67,166046.0,974.0,9559.75
2020-03-30,58.5,58.5,56.0,57.05,-1.64,77001.0,812.0,4396.45
2020-03-27,59.25,59.9,58.0,58.0,-2.11,126467.0,1172.0,7437.18
2020-03-26,57.5,59.8,55.7,59.25,2.69,96588.0,782.0,5677.55
2020-03-25,57.1,58.75,54.1,57.7,2.76,118764.0,1064.0,6595.69
2020-03-24,54.45,57.55,54.1,56.15,6.75,139244.0,1019.0,7737.15
2020-03-23,55.0,55.0,51.2,52.6,-5.31,78624.0,926.0,4163.61
2020-03-19,57.0,60.2,56.4,59.2,3.68,132404.0,1445.0,7685.73
2020-03-18,57.25,59.0,56.35,57.1,-1.81,104494.0,1261.0,6007.74
2020-03-17,59.65,60.0,56.85,58.15,-1.44,209808.0,1262.0,12155.69
2020-03-16,57.7,59.95,54.5,59.0,0.0,88645.0,917.0,5118.98
2020-03-13,56.25,60.9,56.25,59.0,3.42,154503.0,1274.0,9132.32
2020-03-11,60.45,60.8,57.5,59.0,-2.4,151011.0,1202.0,8896.63
2020-03-10,60.4,61.7,60.0,60.45,-0.08,88233.0,1114.0,5356.31
2020-03-09,61.0,62.0,59.65,60.5,-3.66,104277.0,927.0,6320.87
2020-03-06,62.95,63.05,61.5,62.8,-2.18,81582.0,934.0,5104.01
2020-03-05,64.2,64.5,62.95,64.2,0.0,49105.0,539.0,3125.39
2020-03-04,64.2,64.35,63.5,64.2,0.0,105620.0,903.0,6750.88
2020-03-03,65.5,65.5,63.95,64.2,-2.21,62649.0,703.0,4037.2
2020-03-02,60.4,65.75,58.0,65.65,8.15,322352.0,1651.0,20490.57
2020-02-28,64.0,64.0,60.65,60.7,-6.54,430178.0,1839.0,26707.07
2020-02-27,64.0,65.3,63.75,64.95,1.48,130513.0,1000.0,8403.7
2020-02-26,64.0,64.8,62.6,64.0,0.0,91189.0,1068.0,5836.91
2020-02-25,64.1,64.7,64.0,64.0,-0.16,103255.0,771.0,6620.57
2020-02-24,65.9,65.9,63.35,64.1,-3.61,96440.0,1190.0,6191.7
2020-02-21,66.45,66.55,65.85,66.5,-0.08,38818.0,477.0,2571.98
2020-02-20,67.0,67.1,66.0,66.55,-0.67,43463.0,431.0,2903.83
2020-02-19,67.0,67.3,66.3,67.0,0.37,58951.0,217.0,3947.91
2020-02-18,67.0,67.25,66.4,66.75,-0.22,26502.0,277.0,1774.18
2020-02-17,66.0,66.9,65.6,66.9,2.06,22252.0,243.0,1484.72
2020-02-14,66.5,67.2,65.0,65.55,-2.16,24370.0,276.0,1613.96
2020-02-13,66.7,67.05,65.9,67.0,1.13,43286.0,425.0,2890.51
2020-02-12,66.4,67.25,66.2,66.25,-0.23,36472.0,537.0,2427.98
2020-02-11,65.5,66.65,65.2,66.4,0.3,35032.0,432.0,2322.05
2020-02-10,67.0,67.0,65.15,66.2,-0.23,14813.0,272.0,977.83
2020-02-07,67.1,67.1,66.3,66.35,-0.97,22951.0,221.0,1525.4
2020-02-06,67.7,67.9,66.95,67.0,-0.07,17974.0,186.0,1210.87
2020-02-05,65.6,68.1,65.6,67.05,2.21,51264.0,531.0,3454.14
2020-02-04,65.65,66.7,65.0,65.6,0.38,40805.0,343.0,2684.72
2020-02-03,63.8,65.35,63.5,65.35,2.11,104547.0,399.0,6736.78
2020-01-31,63.7,64.8,63.7,64.0,0.0,31153.0,297.0,1999.77
2020-01-30,64.55,65.3,63.65,64.0,-0.93,84804.0,434.0,5457.1
2020-01-29,64.5,65.0,64.1,64.6,0.16,37293.0,434.0,2405.8
2020-01-28,65.85,65.85,64.25,64.5,-1.75,32484.0,304.0,2111.9
2020-01-27,66.7,66.7,65.2,65.65,-1.8,51476.0,380.0,3373.87
2020-01-24,66.0,66.95,66.0,66.85,0.6,33842.0,272.0,2259.65
2020-01-23,66.7,66.7,65.65,66.45,-0.37,30606.0,282.0,2023.81
2020-01-22,65.55,66.7,65.5,66.7,1.91,26613.0,360.0,1760.05
2020-01-21,65.0,65.45,64.3,65.45,0.69,181649.0,525.0,11807.07
2020-01-20,65.0,65.6,64.75,65.0,0.0,83047.0,561.0,5405.64
2020-01-17,64.3,65.0,64.3,65.0,1.09,58173.0,548.0,3768.35
2020-01-16,64.45,64.8,64.05,64.3,0.23,178657.0,427.0,11531.85
2020-01-15,65.0,65.2,63.85,64.15,-1.99,51553.0,307.0,3329.97
2020-01-14,65.3,65.65,63.2,65.45,0.23,59094.0,621.0,3818.99
2020-01-13,65.8,66.25,64.8,65.3,-1.73,48821.0,629.0,3190.89
2020-01-10,65.15,66.9,65.05,66.45,2.78,65103.0,428.0,4298.08
2020-01-09,64.45,65.25,64.05,64.65,0.0,71022.0,537.0,4604.78
2020-01-08,64.8,64.8,63.8,64.65,-0.23,66375.0,478.0,4275.71
2020-01-07,64.15,64.85,63.7,64.8,1.01,134022.0,485.0,8660.03
2020-01-03,63.75,65.05,63.7,64.15,0.71,186963.0,686.0,12015.87
2020-01-02,63.55,63.95,62.6,63.7,0.08,32502.0,432.0,2065.38
2019-12-30,63.95,64.0,63.5,63.65,-0.55,52822.0,207.0,3369.86
2019-12-27,62.8,64.2,62.75,64.0,2.56,26753.0,353.0,1706.86
2019-12-23,62.1,64.0,62.1,62.4,0.16,45623.0,419.0,2869.96
2019-12-20,64.3,64.4,61.2,62.3,-2.73,151388.0,1185.0,9497.01
2019-12-19,65.05,67.5,62.7,64.05,6.75,733092.0,1767.0,48357.7
2019-12-18,60.55,60.55,59.6,60.0,-0.99,49576.0,512.0,2985.31
2019-12-17,59.3,60.6,59.25,60.6,2.71,54150.0,475.0,3250.74
2019-12-16,59.3,59.7,59.0,59.0,-0.34,32821.0,314.0,1950.59
2019-12-13,59.8,59.8,58.85,59.2,-0.67,42772.0,390.0,2537.71
2019-12-12,58.9,59.6,58.25,59.6,1.71,45371.0,461.0,2692.38
2019-12-11,58.0,59.15,55.8,58.6,1.03,145185.0,931.0,8429.84
2019-12-10,58.0,58.2,57.35,58.0,0.0,69501.0,547.0,4026.24
2019-12-09,57.75,58.15,57.45,58.0,0.43,44883.0,436.0,2599.54
2019-12-06,57.45,57.95,57.2,57.75,0.52,52900.0,454.0,3050.07
2019-12-05,57.35,57.7,56.7,57.45,0.17,207706.0,475.0,11936.57
2019-12-04,56.2,57.35,56.2,57.35,1.41,40687.0,494.0,2322.06
2019-12-03,56.7,56.95,56.05,56.55,-0.35,39194.0,250.0,2202.34
2019-12-02,56.5,57.2,56.1,56.75,0.18,65406.0,203.0,3702.57
2019-11-29,56.15,56.65,55.55,56.65,0.27,46259.0,316.0,2595.45
2019-11-28,57.0,57.15,56.4,56.5,-0.79,15868.0,144.0,901.68
2019-11-27,56.75,57.1,56.3,56.95,1.42,43983.0,318.0,2498.42
2019-11-26,56.3,57.2,56.1,56.15,-0.27,71350.0,366.0,4025.39
2019-11-25,56.05,57.0,56.05,56.3,0.18,26867.0,408.0,1518.02
2019-11-22,55.1,56.8,55.1,56.2,1.9,40074.0,555.0,2244.05
2019-11-21,55.3,55.75,55.1,55.15,0.09,28725.0,368.0,1585.79
2019-11-20,56.95,56.95,55.0,55.1,-3.76,29662.0,265.0,1647.9
2019-11-19,56.8,57.25,55.7,57.25,0.53,101993.0,345.0,5759.18
2019-11-18,56.0,57.0,55.8,56.95,1.97,42624.0,432.0,2405.35
2019-11-15,56.3,56.4,55.85,55.85,-0.27,127115.0,423.0,7124.45
2019-11-14,55.55,56.2,55.5,56.0,0.0,93697.0,699.0,5231.41
2019-11-13,54.85,56.0,54.3,56.0,2.0,113829.0,923.0,6277.71
2019-11-12,53.7,54.9,53.7,54.9,2.81,94917.0,643.0,5194.15
2019-11-08,53.5,53.7,53.2,53.4,0.0,64984.0,278.0,3473.74
2019-11-07,53.0,53.75,52.9,53.4,1.14,74698.0,312.0,3985.16
2019-11-06,53.15,53.2,52.8,52.8,-0.66,32183.0,312.0,1706.45
2019-11-05,52.9,53.15,52.35,53.15,0.47,23311.0,159.0,1236.29
2019-11-04,52.0,53.1,51.35,52.9,3.12,60061.0,445.0,3163.26
2019-10-31,52.3,52.3,50.95,51.3,-1.25,153275.0,550.0,7865.33
2019-10-30,51.8,52.6,51.75,51.95,0.39,68977.0,303.0,3587.41
2019-10-29,53.5,53.5,51.75,51.75,-3.27,28618.0,268.0,1496.25
2019-10-28,53.55,54.0,53.1,53.5,-0.09,13640.0,202.0,728.81
2019-10-25,53.0,53.6,52.05,53.55,2.19,26011.0,236.0,1380.41
2019-10-24,52.15,53.0,51.9,52.4,0.77,52584.0,392.0,2761.17
2019-10-23,51.9,52.15,51.4,52.0,1.17,40186.0,384.0,2086.86
2019-10-22,51.7,52.45,51.35,51.4,-0.58,167803.0,352.0,8667.83
2019-10-21,52.6,52.6,51.3,51.7,-0.96,102794.0,473.0,5302.66
2019-10-18,51.7,52.7,51.45,52.2,0.48,515296.0,730.0,26885.18
2019-10-17,50.4,51.95,50.2,51.95,3.49,51278.0,647.0,2613.39
2019-10-16,50.0,50.4,49.5,50.2,0.92,69888.0,666.0,3489.76
2019-10-15,51.2,51.9,49.74,49.74,-2.66,59981.0,570.0,3041.56
2019-10-14,51.6,51.75,50.5,51.1,-0.97,51253.0,332.0,2616.77
2019-10-11,50.45,51.8,50.15,51.6,2.79,27073.0,352.0,1382.14
2019-10-10,51.0,51.0,50.2,50.2,-0.5,192890.0,837.0,9721.99
2019-10-09,51.05,51.1,50.45,50.45,-1.18,41075.0,421.0,2077.17
2019-10-08,50.7,51.85,50.55,51.05,0.99,100375.0,463.0,5141.4
2019-10-07,50.75,50.75,50.5,50.55,-0.2,42833.0,428.0,2165.7
2019-10-04,50.55,50.9,50.25,50.65,0.3,38054.0,313.0,1925.77
2019-10-03,50.5,51.15,50.15,50.5,0.0,49530.0,559.0,2497.26
2019-10-02,51.2,51.25,50.3,50.5,-1.37,107125.0,798.0,5428.42
2019-10-01,50.55,51.35,50.55,51.2,0.29,23406.0,283.0,1195.32
2019-09-30,51.0,51.3,50.25,51.05,0.1,66788.0,366.0,3399.14
2019-09-27,51.15,51.15,50.3,51.0,0.2,43199.0,215.0,2195.9
2019-09-26,50.0,50.9,49.66,50.9,2.21,46780.0,420.0,2361.85
2019-09-25,51.15,51.15,49.7,49.8,-1.87,34791.0,305.0,1745.26
2019-09-24,50.4,51.05,50.4,50.75,0.69,89220.0,232.0,4517.94
2019-09-23,50.5,51.2,50.2,50.4,0.3,25881.0,258.0,1309.38
2019-09-20,51.6,52.0,50.1,50.25,-3.37,93805.0,776.0,4762.7
2019-09-19,52.05,52.45,51.55,52.0,-0.48,30948.0,248.0,1613.24
2019-09-18,50.9,52.35,50.65,52.25,3.67,57505.0,334.0,2978.67
2019-09-17,51.2,51.2,49.52,50.4,-1.18,142839.0,1409.0,7153.54
2019-09-16,50.95,51.6,50.7,51.0,-1.35,76360.0,1033.0,3901.63
2019-09-13,51.9,52.95,51.4,51.7,-0.19,36713.0,458.0,1915.61
2019-09-12,53.0,53.8,50.85,51.8,-1.89,116420.0,1419.0,6059.71
2019-09-11,55.1,56.6,52.8,52.8,-4.17,63978.0,953.0,3475.35
2019-09-10,56.1,56.45,55.0,55.1,-1.78,45272.0,421.0,2515.7
2019-09-09,55.35,56.35,55.2,56.1,0.63,50116.0,440.0,2810.66
2019-09-06,55.65,56.0,55.1,55.75,0.09,38399.0,389.0,2138.41
2019-09-05,54.45,55.85,54.45,55.7,2.3,25948.0,483.0,1434.52
2019-09-04,56.0,57.0,54.3,54.45,-3.54,37673.0,482.0,2091.83
2019-09-03,55.4,56.45,55.3,56.45,1.35,24846.0,240.0,1395.21
2019-09-02,55.85,55.95,55.25,55.7,-0.45,11208.0,187.0,622.54
2019-08-30,54.2,55.95,54.2,55.95,2.47,40974.0,393.0,2253.63
2019-08-29,54.05,54.6,53.85,54.6,1.3,33541.0,280.0,1815.09
2019-08-28,54.35,54.7,53.6,53.9,-0.83,50619.0,314.0,2740.55
2019-08-27,54.95,54.95,53.8,54.35,0.0,53262.0,300.0,2906.66
2019-08-26,55.1,55.45,53.55,54.35,-1.81,39273.0,499.0,2137.7
2019-08-23,56.0,56.4,55.25,55.35,-0.63,24048.0,234.0,1346.69
